Tên quán,Điểm đánh giá,Địa chỉ quán,Số người review,Link
Xôi Cô 14 - Hoàng Sa,4.2,"1013 Hoàng Sa, P. 11,Quận 3,TP. HCM",1,https://www.foody.vn/ho-chi-minh/xoi-co-14-hoang-sa
Chú Tuấn - Xôi Gà & Xôi Mặn,1.0,"300 Cách Mạng Tháng 8, P. 10,Quận 3,TP. HCM",1,https://www.foody.vn/ho-chi-minh/chu-tuan-xoi-ga-xoi-man
"Bánh Mì, Xôi & Bún Thịt Nướng - Điện Biên Phủ",6.6,"209 Điện Biên Phủ, P. 6,Quận 3,TP. HCM",1,https://www.foody.vn/ho-chi-minh/banh-mi-xoi-bun-thit-nuong-dien-bien-phu
Xôi Bắp Huỳnh Mai -  Điện Biên Phủ,7.7,"Hẻm 315 Điện Biên Phủ,Quận 3,TP. HCM",3,https://www.foody.vn/ho-chi-minh/xoi-bap-dien-bien-phu
"Hoàng Tuấn - Bánh Mì, Xôi & Bánh Bao",3.8,"179 Nguyễn Thiện Thuật, P. 1,Quận 3,TP. HCM",2,https://www.foody.vn/ho-chi-minh/hoang-tuan-banh-mi-xoi-banh-bao
Xôi Hoa Đậu - Tiệm Bánh,_._,"47A/30 Trần Văn Đang, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-hoa-dau-tiem-banh
Xôi Gà 649,_._,"649 Đường 3 Tháng 2, P. 6,Quận 10,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-ga-649
Xôi A Duy,_._,"385/1 Nguyễn Trãi, P. Nguyễn Cư Trinh,Quận 1,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-a-duy
Trân Trân - Bánh Mì Chả Cá & Xôi Gà Hội An,_._,"103/4 Trần Văn Đang P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tran-tran-banh-mi-cha-ca-nong
Xôi Thanh Long Sầu Riêng,_._,"943 Hoàng Sa, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-thanh-long-sau-rieng
Xôi Kim - Lê Văn Sỹ,_._,"337 Lê Văn Sỹ,Quận Tân Bình,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-kim-le-van-sy
Đói - Xôi Gà Xé Trứng Muối - Shop Online,_._,"234 Cách Mạng Tháng 8, P. 10,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/doi-xoi-ga-xe-trung-muoi-shop-online
Xôi Sườn A Mập,_._,"313 Thoại Ngọc Hầu, P. Hiệp Tân,Quận Tân Phú,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-suon-a-map
Xôi Chả Thịt - Lý Chính Thắng,_._,"154 Lý Chính Thắng, P. 7,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-cha-thit-ly-chinh-thang
Xôi Ngon Ms Thảo Thái Lan,_._,"159 Nguyễn Thượng Hiền, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-ngon-ms-thao-thai-lan
Xôi Gà Cầu Kiệu,_._,"427 Hoàng Sa, P. 8,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-ga-cau-kieu
Sinh Tố & Kem Xôi Dừa - Vườn Chuối,_._,"18/17 Vườn Chuối, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/sinh-to-kem-xoi-dua-vuon-chuoi
Thanh - Cơm Gà Xối Mỡ,7.1,"648/28 Cách Mạng Tháng 8, P. 11,Quận 3,TP. HCM",15,https://www.foody.vn/ho-chi-minh/thanh-com-ga-xoi-mo
Thanh - Cơm Gà Xối Mỡ,7.1,"648/28 Cách Mạng Tháng 8, P. 11,Quận 3,TP. HCM",15,https://www.foody.vn/ho-chi-minh/thanh-com-ga-xoi-mo
Cơm Gà Xối Mỡ - Shop Online,7.0,"159/90/88 Trần Văn Đang, P. 11,Quận 3,TP. HCM",10,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-shop-online
Xôi Chiên & Ăn Vặt,_._,"Hẻm 202 Võ Văn Tần,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-chien-an-vat
Hệ thống Quán 27 - Cơm Gà Xối Mỡ,6.2,"2chi nhánh,2",23,https://www.foody.vn/thuong-hieu/quan-27-com-ga-xoi-mo?c=ho-chi-minh
Cơm Gà Xối Mỡ - Nguyễn Thị Minh Khai,8.1,"Hẻm 382 Nguyễn Thị Minh Khai,Quận 3,TP. HCM",3,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-thi-minh-khai
A Xương - Cơm Gà Xối Mỡ,8.2,"9A Tú Xương, P. 7,Quận 3,TP. HCM",5,https://www.foody.vn/ho-chi-minh/a-xuong-com-ga-xoi-mo
Tôn Mập - Cơm Bò Xào & Cơm Gà Xối Mỡ,7.3,"617 Hoàng Sa, P. 7,Quận 3,TP. HCM",9,https://www.foody.vn/ho-chi-minh/ton-map-com-bo-xao-com-ga-xoi-mo
Ông Đẩu - Cơm Gà Xối Mỡ - Lý Chính Thắng,8.3,"60/82A Lý Chính Thắng, P. 8,Quận 3,TP. HCM",3,https://www.foody.vn/ho-chi-minh/ong-dau-com-ga-xoi-mo-ly-chinh-thang
Cơm Gà Xối Mỡ Mộc - Trần Văn Đang,8.1,"159/91 Trần Văn Đang, P. 11,Quận 3,TP. HCM",2,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-moc-tran-van-dang
Cơm Gà Xối Mỡ 491,7.8,"491/14/2 Nguyễn Đình Chiểu, P. 2,Quận 3,TP. HCM",1,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-491
Chaba - Gà Bó Xôi - Trần Văn Đang,_._,"160 Trần Văn Đang, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/chaba-ga-bo-xoi-tran-van-dang
Xôi Chiên Cô Năm,_._,"648/43 Cách Mạng Tháng 8, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-chien-co-nam
Cơm Gà Xối Mỡ Quang Tâm,6.7,"219/9/4 Trần Văn Đang, P. 11,Quận 3,TP. HCM",16,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-quang-tam
Bánh Mì & Xôi Mặn - 377A Minh Phụng,_._,"377A Minh Phụng, P. 10,Quận 11,TP. HCM",0,https://www.foody.vn/ho-chi-minh/banh-mi-xoi-man-377a-minh-phung
Cơm Gà Xối Mỡ Xá Xíu,7.6,"284/6 Lê Văn Sỹ, P.14,Quận 3,TP. HCM",7,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-xa-xiu
Cơm Gà Xối Mỡ - Hoàng Sa,5.2,"1067 Hoàng Sa, P. 11,Quận 3,TP. HCM",8,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-tu-xuong-goc
Xôi Kitchen - Shop Online,_._,"39 Nguyễn Thị Diệu,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-kitchen-shop-online
Cô Tý - Xôi Gà & Cơm Gà,_._,"220/204 Lê Văn Sỹ, P. 14,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-ty-xoi-ga-com-ga
Kỳ Đồng - Cơm Gà Xối Mỡ,3.5,"20 Kỳ Đồng, P. 9,Quận 3,TP. HCM",2,https://www.foody.vn/ho-chi-minh/ky-dong-com-ga-xoi-mo
3 Ngáo - Xôi & Vịt Nướng,_._,"1071 Huỳnh Tấn Phát, P. Phú Thuận,Quận 7,TP. HCM",0,https://www.foody.vn/ho-chi-minh/3-ngao-xoi-vit-nuong
Tấn Tài - Cơm Gà Xối Mỡ,7.2,"166 - 168 Cách Mạng Tháng 8,Quận 3,TP. HCM",1,https://www.foody.vn/ho-chi-minh/tan-tai-com-ga-xoi-mo
Xôi Quê - 38/9 Nguyễn Văn Trỗi,_._,"38/9 Nguyễn Văn Trỗi, P. 15,Quận Phú Nhuận,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-que-38-9-nguyen-van-troi
Xôi Kéo,_._,"88N Đường 339, P. Phước Long B,Quận 9,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-keo
A Phón - Cơm Gà Xối Mỡ & Mì Xào Bò,6.9,"86G Nguyễn Thông, P. 9,Quận 3,TP. HCM",3,https://www.foody.vn/ho-chi-minh/a-phon-com-ga-xoi-mo-mi-xao-bo
Xôi Cậu Cả - Xôi & Ăn Vặt - Đường Số 4,_._,"87/21/22 Đường Số 4, Cư Xá Đô Thành, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-cau-ca-xoi-an-vat-duong-so-4
Cô Lùn - Xôi & Bánh Mì,_._,"3 Trần Quốc Toản, P. 8,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-lun-xoi-banh-mi
Xôi & Bánh Hỏi - Tường Thịnh,_._,"263 Nguyễn Thượng Hiền, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-banh-hoi-tuong-thinh
Xôi Chè & Yaourt - Shop Online,_._,"267/5 Điện Biên Phủ,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-che-yaourt-shop-online
"FoodFest - Gà Lên Mâm Delichi - Gà Bó Xôi, Gà Mắm Nhĩ - Nowfood x Coca",_._,"117/3 Vườn Chuối, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/foodfest-ga-len-mam-delichi-ga-bo-xoi-ga-mam-nhi-nowfood-x-coca
Út Xuân - Bánh Mì & Xôi Mặn,_._,"128 Bàn Cờ, P. 3,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ut-xuan-banh-mi-xoi-man
Xôi Gà Dì Hon - Lê Văn Sỹ,_._,"262/59A Lê Văn Sỹ, P. 14,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-ga-di-hon-le-van-sy
BROBAMI - Bánh Mì & Xôi Phá Lấu - Nguyễn Thượng Hiền,_._,"92 Nguyễn Thượng Hiền, P. 5,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/brobami-banh-mi-xoi-pha-lau-nguyen-thuong-hien
Xôi Cô Bông - Trần Quang Diệu,_._,"40/80C Trần Quang Diệu, P. 14,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-co-bong-tran-quang-dieu
Xôi Mẹ Nấu - 048 Chung Cư Nguyễn Thiện Thuật,_._,"048 Lô B Chung Cư Nguyễn Thiện Thuật Nguyễn Thiện Thuật, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-me-nau-048-chung-cu-nguyen-thien-thuat.ggnwre
Hệ thống Nhất Lục - Cơm Gà & Xôi Ngũ Vị,_._,"2chi nhánh,2",0,https://www.foody.vn/thuong-hieu/nhat-luc-com-ga-xoi-ngu-vi?c=ho-chi-minh
Hệ thống Bếp Cô Châu - Xôi Gà Sốt Thái,_._,"2chi nhánh,2",0,https://www.foody.vn/thuong-hieu/bep-co-chau-xoi-ga-sot-thai?c=ho-chi-minh
Cô Xuyến 933 - Bánh Mì & Xôi Mặn - Hoàng Sa,_._,"933 Hoàng Sa, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-xuyen-933-banh-mi-xoi-man-hoang-sa
Mom & Go - Bánh Chưng & Xôi - Lý Chính Thắng,_._,"148/12 Lý Chính Thắng, P.  7,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/mom-go-banh-chung-xoi-ly-chinh-thang.epxqgn
"Mỹ Hạnh - Bánh Mì, Xôi Mặn & Bánh Bao",_._,"396C Cách Mạng Tháng 8, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/my-hanh-banh-mi-xoi-man-banh-bao
Hệ thống Cơm Gà Xối Mỡ 365,3.4,"2chi nhánh,2",1,https://www.foody.vn/thuong-hieu/com-ga-xoi-mo-365?c=ho-chi-minh
Thái Lai 39 - Xôi Chè Hoa Cau - Nguyễn Thượng Hiền,_._,"306 Nguyễn Thượng Hiền, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/thai-lai-39-xoi-che-hoa-cau-nguyen-thuong-hien
Nguyên Bếp - Cơm Gà Xối Mỡ,_._,"174/8 Nguyễn Thiện Thuật, P. 3,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/nguyen-bep-com-ga-xoi-mo
Món Ngon Tiện Lợi - Xôi Gà Nấm & Các Món Đông Lạnh - Nguyễn Đình Chiểu,_._,"524/29 Nguyễn Đình Chiểu, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/mon-ngon-tien-loi-xoi-ga-nam-cac-mon-dong-lanh-nguyen-dinh-chieu.mjbxvh
Xôi Gà Phước,_._,"259B Hai Bà Trưng, P. 6,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xoi-ga-phuoc
A Dũng - Cơm Chiên Dương Châu & Cơm Gà Xối Mỡ,8.3,"393/3 Hai Bà Trưng, P. 8,Quận 3,TP. HCM",2,https://www.foody.vn/ho-chi-minh/a-dung-com-chien-duong-chau-com-ga-xoi-mo
Cơm Gà Xối Mỡ - Nguyễn Thiện Thuật,_._,"174/11 Nguyễn Thiện Thuật,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-thien-thuat
Cô Xuyến 933 - Bánh Mì & Xôi Mặn,_._,"933 Hoàng Sa, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-xuyen-933-banh-mi-xoi-man
Gà Bó Xôi Ánh Dương - Võ Văn Tần,_._,"221/29 Võ Văn Tần, P. 5,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ga-bo-xoi-anh-duong-vo-van-tan
Quán Xôi Cô Nhi - Cao Thắng,_._,"2/33b Cao Thắng, P. 5,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-xoi-co-nhi-cao-thang
Vietfood - Xôi & Lẩu - Ngô Thời Nhiệm,_._,"85 Ngô Thời Nhiệm, P. 6,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/vietfood-xoi-lau-ngo-thoi-nhiem.2velt7
Cơm Gà Xối Mỡ - Nguyễn Thông,_._,"86B Nguyễn Thông,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-thong
Cơm Gà Xối Mỡ 156 - Nguyễn Thượng Hiền,_._,"156 Nguyễn Thượng Hiền, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-156-nguyen-thuong-hien
Cơm Gà Xối Mỡ 205,_._,"205/76 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-205
Cô 5 Sài Gòn - Bánh Bột Lọc & Xôi Mặn - Nguyễn Thượng Hiền,_._,"230 Nguyễn Thượng Hiền, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-5-sai-gon-banh-bot-loc-xoi-man-nguyen-thuong-hien.mykfdt
2 Trí - Bún Cá Châu Đốc & Cơm Gà Ta Xối Mỡ,_._,"57 Rạch Bùng Binh, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/2-tri-bun-ca-chau-doc-com-ga-ta-xoi-mo
Dũng Mập - Cơm Gà Xối Mỡ,_._,"159/48/26 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/dung-map-com-ga-xoi-mo
Cơm Cưng 351 - Cơm Gà Xối Mỡ,_._,"351 Nguyễn Thiện Thuật, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-cung-351-com-ga-xoi-mo
Linh - Cơm Gà Xối Mỡ,_._,"018 Lô E Chung Cư Nguyễn Thiện Thuật, Nguyễn Thiện Thuật, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/linh-com-ga-xoi-mo
Thành Mỹ - Cơm Gà Xối Mỡ - Lý Thái Tổ,_._,"268/7 Lý Thái Tổ, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/thanh-my-com-ga-xoi-mo-ly-thai-to
Quán Khải Lâm - Cơm Gà Xối Mỡ & Đồ Xào,_._,"38 Đường Số 4, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-khai-lam-com-ga-xoi-mo-do-xao
Cơm Gà Xối Mỡ 258 - Trần Văn Đang,_._,"258 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ut-hong-com-ga-xoi-mo
Cơm Gà Xối Mỡ Hà,_._,"616/33 Cách Mạng Tháng 8, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-ha
Thảo - Cơm Gà Xối Mỡ,_._,"219/58 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/thao-com-ga-xoi-mo
A Lì - Cơm Gà Xối Mỡ,_._,"80/14/2 Cao Thắng, P. 4,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/a-li-com-ga-xoi-mo
Cơm Gà Xối Mỡ 174/13,_._,"174/13 Nguyễn Thiện Thuật, P. 3,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-174-13
Bà Tý - Cơm Gà Xối Mỡ,_._,"141 Nguyễn Phúc Nguyên, P. 10,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ba-ty-com-ga-xoi-mo
Cây Bàng - Cơm Gà Xối Mỡ - Võ Văn Tần,_._,"246/47 Võ Văn Tần, P. 5,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/cay-bang-com-ga-xoi-mo-vo-van-tan
Cơm Gà Xối Mỡ Minh - Cách Mạng Tháng 8,_._,"656/56 Cách Mạng Tháng Tám, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-minh-cach-mang-thang-8
Minh - Cơm Gà Xối Mỡ - Cách Mạng Tháng 8,_._,"436/44 Cách Mạng Tháng Tám, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/minh-com-ga-xoi-mo-cach-mang-thang-8
Cô Vân - Cơm Gà Xối Mỡ & Mì Quảng,_._,"159/97 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/co-van-com-ga-xoi-mo-mi-quang
A Dũng - Cơm Gà Xối Mỡ - Bà Huyện Thanh Quan,_._,"88 Bà Huyện Thanh Quan, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/a-dung-com-ga-xoi-mo-ba-huyen-thanh-quan
Bếp Bắc U Kim,_._,"14/8 Kỳ Đồng, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/u-kim-an-vat-ha-noi
"Cơm 268 - Cơm Trưa, Cơm Gà Xối Mỡ - Lý Thái Tổ",_._,"268/1C  Lý Thái Tổ, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-268-com-trua-com-ga-xoi-mo-ly-thai-to.y0dyyh
Cơm Gà Xối Mỡ 175,_._,"175 Trương Định, Chung Cư 16/9 Kỳ Đồng, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-175
Cơm Gà Xối Mỡ - Nguyễn Văn Trỗi,_._,"65 Nguyễn Văn Trỗi, P. 14,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-van-troi
Cơm Gà Xối Mỡ Khải Hà,_._,"015 Lô D Chung Cư Nguyễn Thiện Thuật, P. 1,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-khai-ha
The Fitchicken - Shop Online - Trần Văn Đang,7.7,"171B Trần Văn Đang, P. 11,Quận 3,TP. HCM",38,https://www.foody.vn/ho-chi-minh/the-fitchicken-shop-online-tran-van-dang
Quán 6 Nhú - Bún Bò & Cơm Gà Xối Mỡ,_._,"237/94 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-6-nhu-bun-bo-com-ga-xoi-mo
Tiệm Bánh Mì Hà Nội Hùng Dung - Trần Quốc Thảo,_._,"181C Trần Quốc Thảo, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tiem-banh-mi-ha-noi-hung-dung-tran-quoc-thao
Trop B Dessert - Nguyễn Thị Minh Khai,7.1,"306/4 Nguyễn Thị Minh Khai, P. 5,Quận 3,TP. HCM",218,https://www.foody.vn/ho-chi-minh/trop-b-nguyen-thi-minh-khai
Tiệm Bánh Mì Hà Nội Tuấn Béo - Trần Quang Diệu,_._,"109 Trần Quang Diệu, P. 9,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tiem-banh-mi-ha-noi-tuan-beo-tran-quang-dieu
Quán Ăn Bé Đu Đủ - Trần Văn Đang,_._,"182 Trần Văn Đang, P. 11,Quận 3,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-an-be-du-du-tran-van-dang
