Tên quán,Điểm đánh giá,Địa chỉ quán,Số người review,Link
Cơm Gà Xối Mỡ 475 - Trần Phú,9.6,"475 Trần Phú, P. 7,Quận 5,TP. HCM",1,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-475-tran-phu
"Thơm Phức Quán - Xôi, Cơm Chiên & Bánh Mì - Shop Online",_._,"602/104/13 Điện Biên Phủ, P. 22,Quận Bình Thạnh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/thom-phuc-quan-xoi-com-chien-banh-mi-shop-online
Bánh Mì Xôi Mặn Cô Ba,_._,"27 Nguyễn Kim, P. 12,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/banh-mi-xoi-man-co-ba
Cơm Gà Xối Mỡ - Nguyễn Biểu,_._,"156 Nguyễn Biểu,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-bieu
Xì Mập - Cơm Gà Xối Mỡ & Bò Xào,_._,"59/69 Trần Phú, P. 4,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xi-map-com-ga-xoi-mo-bo-xao
Cơm Gà Xối Mỡ Minh Ký - Phạm Đôn,_._,"5 Phạm Đôn, P. 10,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-minh-ky-pham-don
Cơm Gà Xối Mỡ - Hém 14 Trần Bình Trọng,_._,"Hẻm 14 Trần Bình Trọng, P. 1,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-hem-14-tran-binh-trong
Tâm Trọc - Cơm Gà Xối Mỡ,_._,"108 Huỳnh Mẫn Đạt, P. 7,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tam-troc-com-ga-xoi-mo
Cơm Gà Xối Mỡ 57,_._,"Hẻm 57 Trần Nhân Tôn, P. 9,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-57
Quán 672 - Hủ Tiếu & Cơm Gà Xối Mỡ,_._,"672 Trần Hưng Đạo, P. 2,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-672-hu-tieu-com-ga-xoi-mo
Xì Mập - Cơm Gà Xối Mỡ & Bò Xào - Trần Phú,_._,"59/69 Trần Phú, P. 4,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/xi-map-com-ga-xoi-mo-bo-xao-tran-phu
Tín Hưng - Cơm Gà Xối Mỡ & Cánh Gà Sốt Bơ Tỏi - Shop Online,_._,"517/2 Nguyễn Trãi, P. 7,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tin-hung-com-ga-xoi-mo-canh-ga-sot-bo-toi-shop-online
Tiệm Minh Ký - Cơm Gà Xối Mỡ,_._,"5 Phạm Đôn, P. 10,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tiem-minh-ky-com-ga-xoi-mo
Cơm Gà Xối Mỡ Quốc Bảo,_._,"31C/16 Trần Bình Trọng, P. 1,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-quoc-bao
Cơm Gà Xối Mỡ - Lê Hồng Phong,_._,"294/9 Lê Hồng Phong, P. 4,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-le-hong-phong
Quán Chú Út - Cơm Gà Xối Mỡ & Bò Kho,_._,"22/105D Trần Bình Trọng, P. 1,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-chu-ut-com-ga-xoi-mo-bo-kho
Gấm - Cơm Gà Xối Mỡ - Trần Bình Trọng,_._,"279/1A Trần Bình Trọng, P. 4,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/gam-com-ga-xoi-mo-tran-binh-trong
Cơm Gà Xối Mỡ - Nguyễn Chí Thanh,_._,"169 Nguyễn Chí Thanh, P. 12,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-nguyen-chi-thanh
Ông Mập - Cơm Gà Xối Mỡ,_._,"676/37 Võ Văn Kiệt, P. 1,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ong-map-com-ga-xoi-mo
A Khánh Cơm Gà Mạc Thiên Tích - Cơm Gà Xối Mỡ - Mạc Thiên Tích,_._,"002 Mạc Thiên Tích, P. 11,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/a-khanh-com-ga-mac-thien-tich-com-ga-xoi-mo-mac-thien-tich.zti3kg
The Fitchicken - Shop Online - Trần Văn Đang,7.7,"171B Trần Văn Đang, P. 11,Quận 3,TP. HCM",38,https://www.foody.vn/ho-chi-minh/the-fitchicken-shop-online-tran-van-dang
Cơm Gà Xối Mỡ Chíp Chíp - Phan Văn Trị,_._,"18/22 Phan Văn Trị, P. 2,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-xoi-mo-chip-chip-phan-van-tri
PARMANO 41 Hải Thượng Lãn Ông - Cà Phê & Nước Ép - 41 Hải Thượng Lãn Ông,_._,"41 Hải Thượng Lãn Ông, P. 10,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/parmano-41-hai-thuong-lan-ong-ca-phe-nuoc-ep-41-hai-thuong-lan-ong.cxyq4m
Mẫn Phát - Cơm Gà & Nui Xào,_._,"230 Phùng Hưng, P. 11,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/man-phat-com-ga-nui-xao
Quán Cơm Gà A - Đại,_._,"98 Trần Tuấn Khải, P. 5,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-com-ga-a-dai
Quán Ăn Trường Thành,6.6,"53 Vạn Kiếp,Quận 5,TP. HCM",1,https://www.foody.vn/ho-chi-minh/quan-an-truong-thanh
Minh Ký - Cơm Gà & Hủ Tiếu Xào - Phan Văn Trị,4.0,"439 Phan Văn Trị, P. 7,Quận 5,TP. HCM",2,https://www.foody.vn/ho-chi-minh/minh-ky-com-ga-hu-tieu-xao-phan-van-tri
Vịt Quay Hòa Ký,7.7,"122 Huỳnh Mẫn Đạt, P. 3,Quận 5,TP. HCM",3,https://www.foody.vn/ho-chi-minh/vit-quay-hoa-ky
Vịt Chiên Sả Ớt,6.3,"65 Vạn Kiếp, P. 13,Quận 5,TP. HCM",13,https://www.foody.vn/ho-chi-minh/vit-chien-xa-ot
Bố Già Quán - Cơm Gà & Mì Trộn,7.4,"98 Phan Văn Trị, P. 2,Quận 5,TP. HCM",54,https://www.foody.vn/ho-chi-minh/micheal-quan-mi-tron-indo-lau-thai-an-vat
Bánh Mì Bình Dân - Nguyễn Kim,_._,"2 Nguyễn Kim, P. 12,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/banh-mi-binh-dan-nguyen-kim
Phuong's Bakery - Nguyễn Án,7.2,"11 Nguyễn Án, P. 11,Quận 5,TP. HCM",12,https://www.foody.vn/ho-chi-minh/phuong-s-bakery-nguyen-an
Hotpot Story Garden Mall,6.2,"Tầng Trệt, Giang Hàng 1.19, Garden Mall, Zone A, 190 Hồng Bàng, P. 12,Quận 5,TP. HCM",19,https://www.foody.vn/ho-chi-minh/hotpot-story-the-garden-mall
Cơm Truyền Ký - An Dương Vương,_._,"185 An Dương Vương,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-truyen-ky-an-duong-vuong
Quán Ăn Phúc Lộc Ký,10.0,"78/1B An Dương Vương, P. 9,Quận 5,TP. HCM",1,https://www.foody.vn/ho-chi-minh/quan-an-phuc-loc-ky
Vịt Quay A Tắc,7.5,"126 Huỳnh Mẫn Đạt, P. 3,Quận 5,TP. HCM",10,https://www.foody.vn/ho-chi-minh/vit-quay-a-tac
Quán Minh Ký - Dimsum Bình Dân,6.8,"76 Nguyễn Thời Trung, P. 6,Quận 5,TP. HCM",56,https://www.foody.vn/ho-chi-minh/quan-minh-ky-dimsum-binh-dan
Sông - River Side - Món Hoa,7.6,"56 - 58 Lê Hồng Phong, P. 2,Quận 5,TP. HCM",55,https://www.foody.vn/ho-chi-minh/song-river-side
Hải Sản Bê Vàng,7.6,"261 - 263 An Dương Vương, P. 3,Quận 5,TP. HCM",59,https://www.foody.vn/ho-chi-minh/hai-san-be-vang
Cơm Gà Hải Nam - Trần Hưng Đạo,6.6,"934 Trần Hưng Đạo,Quận 5,TP. HCM",53,https://www.foody.vn/ho-chi-minh/com-ga-hai-nam
Tân Hào Phong - Ẩm Thực Trung Hoa,7.2,"473 - 475 An Dương Vương, P. 3,Quận 5,TP. HCM",66,https://www.foody.vn/ho-chi-minh/tan-hao-phong
Cơm Truyền Ký 2 - Trần Phú,6.6,"257A Trần Phú, P. 8,Quận 5,TP. HCM",20,https://www.foody.vn/ho-chi-minh/com-truyen-ky-2-tran-phu
Hệ thống Nhà Hàng Sài Gòn,7.0,"2chi nhánh,2",42,https://www.foody.vn/thuong-hieu/quan-an-sai-gon?c=ho-chi-minh
Hưng Ký Mì Gia - Trần Hưng Đạo,5.1,"454 Trần Hưng Đạo, P. 2,Quận 5,TP. HCM",13,https://www.foody.vn/ho-chi-minh/hung-ky-my-gia
Cơm Gà Đông Nguyên - Nguyễn Trãi,6.4,"801 Nguyễn Trãi, P. 14,Quận 5,TP. HCM",85,https://www.foody.vn/ho-chi-minh/com-ga-dong-nguyen-nguyen-trai
Buddha Chay - Nguyễn Chí Thanh,5.6,"5 Nguyễn Chí Thanh, P. 9,Quận 5,TP. HCM",84,https://www.foody.vn/ho-chi-minh/buddha-chay-2
Uncle Tea - Trà Đài Loan - Lão Tử,6.5,"21/31 Lão Tử, P. 11,Quận 5,TP. HCM",48,https://www.foody.vn/ho-chi-minh/uncle-tea-tra-dai-loan-lao-tu
Quán Nhậu 53 - Ốc Nốc & Lẩu Nướng,6.8,"53A Huỳnh Mẫn Đạt, P. 5,Quận 5,TP. HCM",1,https://www.foody.vn/ho-chi-minh/quan-nhau-53-oc-noc-lau-nuong
Lẩu Vận Hảo - Nguyễn Chí Thanh,6.4,"411 Nguyễn Chí Thanh, P.15,Quận 5,TP. HCM",41,https://www.foody.vn/ho-chi-minh/lau-van-hao
Vĩnh Phong - Cửa Hàng Vịt Quay,6.4,"523 - 525 - 527 Phan Văn Trị, P. 7,Quận 5,TP. HCM",77,https://www.foody.vn/ho-chi-minh/vit-quay-vinh-phong
Cố Đô - Nhà Hàng Các Món Ăn Huế,7.2,"367 An Dương Vương, P.3,Quận 5,TP. HCM",31,https://www.foody.vn/ho-chi-minh/co-do-nha-hang-cac-mon-an-hue
Lẩu Dê Bàu Sen,6.5,"132 Lê Hồng Phong, P. 3,Quận 5,TP. HCM",29,https://www.foody.vn/ho-chi-minh/lau-de-bau-sen
Gà Nướng Phi Long - Nguyễn Biểu,6.3,"249 Nguyễn Biểu, P. 2,Quận 5,TP. HCM",55,https://www.foody.vn/ho-chi-minh/ga-nuong-phi-long
Bánh Bao Thọ Phát - Nguyễn Tri Phương,6.8,"78 Nguyễn Tri Phương, P. 7,Quận 5,TP. HCM",506,https://www.foody.vn/ho-chi-minh/banh-bao-tho-phat
Vinfood & Coffee,_._,"73 Châu Văn Liêm, P. 14,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/vinfood-coffee
Cơm Gà Bảo Bảo,8.7,"207/21 Trần Bình Trọng, P. 3,Quận 5,TP. HCM",3,https://www.foody.vn/ho-chi-minh/com-ga-bao-bao
Há Cảo Phánh - Món Quảng Tây,7.0,"012 Lô B Chung Cư Nguyễn Trãi, Mạc Thiên Tích, P. 8,Quận 5,TP. HCM",10,https://www.foody.vn/ho-chi-minh/ha-cao-phanh-mon-quang-tay
YU SHANG LOU - Fine Chinese Cuisine - Trần Hưng Đạo,7.9,"Tầng 1, 975 Trần Hưng Đạo, P. 5,Quận 5,TP. HCM",31,https://www.foody.vn/ho-chi-minh/yu-shang-lou-fine-chinese-cuisine-tran-hung-dao
Hủ Tiếu Mì & Hoành Thánh - Học Lạc,9.2,"25F Học Lạc, P. 14,Quận 5,TP. HCM",1,https://www.foody.vn/ho-chi-minh/hu-tieu-mi-hoanh-thanh-hoc-lac
Ăn Vặt Trân Châu - Phan Văn Trị,_._,"75 Phan Văn Trị, P. 2,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/an-vat-tran-chau-phan-van-tri
Quán Ăn Gia Đình Ca3,8.6,"290 Lê Hồng Phong, P. 4,Quận 5,TP. HCM",4,https://www.foody.vn/ho-chi-minh/quan-an-gia-dinh-ca3
Nhà Hàng Hai Mươi - Cơm Bento,8.8,"59 Nguyễn Trãi, P. 2,Quận 5,TP. HCM",3,https://www.foody.vn/ho-chi-minh/nha-hang-hai-muoi-com-bento
Yue Long Men Restaurant - Fine Chinese Cuisine,7.7,"153 Hùng Vương, P. 4,Quận 5,TP. HCM",3,https://www.foody.vn/ho-chi-minh/yue-long-men-restaurant-fine-chinese-cuisine
Cơm Gà Bảo Bảo,8.7,"207/21 Trần Bình Trọng, P. 3,Quận 5,TP. HCM",3,https://www.foody.vn/ho-chi-minh/com-ga-bao-bao
Há Cảo Phánh - Món Quảng Tây,7.0,"012 Lô B Chung Cư Nguyễn Trãi, Mạc Thiên Tích, P. 8,Quận 5,TP. HCM",10,https://www.foody.vn/ho-chi-minh/ha-cao-phanh-mon-quang-tay
Gia Hân - Bún Bò & Bò Kho,_._,"238A Lê Hồng Phong, P. 4,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/gia-han-bun-bo-bo-kho
Heo Quay Bàu Sen - Nguyễn Trãi,_._,"138 Nguyễn Trãi,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/heo-quay-bau-sen-nguyen-trai
Yummy Food - Shop Online,_._,"1016 Nguyễn Trãi, P. 14,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/yummy-food-shop-online
Cơm Gà Đệ Nhất - Nguyễn Biểu,_._,"48/26 Nguyễn Biểu, P. 1,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/com-ga-de-nhat-nguyen-bieu
567 - Coffee & Tea,_._,"567 Nguyễn Trãi, P. 7,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/567-coffee-tea
Ăn Vặt W Food - Trần Xuân Hòa,_._,"38 Trần Xuân Hòa, P. 7,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/an-vat-w-food-tran-xuan-hoa
Đạt Ký - Cơm Gà & Hủ Tíu Mì Xào Giòn,_._,"595/9 Phan Văn Trị, P. 7,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/dat-ky-com-ga-hu-tiu-mi-xao-gion
Kampot - Gà Nướng & Vịt Nướng - Huỳnh Mẫn Đạt,3.9,"149 Huỳnh Mẫn Đạt, P. 8,Quận 5,TP. HCM",2,https://www.foody.vn/ho-chi-minh/kampot-ga-nuong-vit-nuong-huynh-man-dat
Hệ thống Manwah Taiwanese Hotpot,_._,"2chi nhánh,2",0,https://www.foody.vn/thuong-hieu/manwah-taiwanese-hotpot?c=ho-chi-minh
Nhà Mười - Bún Riêu Vịt,6.5,"223A Trần Bình Trọng, P. 3,Quận 5,TP. HCM",2,https://www.foody.vn/ho-chi-minh/nha-muoi-bun-rieu-vit
"Huy Ký - Cơm Chiên, Hủ Tiếu & Đồ Xào",_._,"8/5 Phú Định, P. 11,Quận 5,TP. HCM",0,https://www.foody.vn/ho-chi-minh/huy-ky-com-chien-hu-tieu-do-xao
Ghiền Cơm Gà,9.9,"119 Bùi Hữu Nghĩa, P. 7,Quận 5,TP. HCM",2,https://www.foody.vn/ho-chi-minh/ghien-com-ga
