Tên quán,Điểm đánh giá,Địa chỉ quán,Số người review,Link
Quán Mười Công - Cháo & Gỏi Vịt,_._,"126 Đường Số 7, Xã Bình Hưng,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-muoi-cong-chao-goi-vit
Hòa Phát - Vịt Quay & Gà Nướng - Vĩnh Lộc B,_._,"1704 Vĩnh Lộc B, Bình Chánh,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/hoa-phat-vit-quay-ga-nuong-vinh-loc-b
Mì Vịt Tiềm Song Phương - Võ Văn Vân,_._,"B8/5 Ấp 2 Võ Văn Vân, X. Vĩnh Lộc B,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/mi-vit-tiem-song-phuong-vo-van-van
Vịt Cỏ Vân Đình Bình Râu - Thới Hòa,_._,"E12 Thới Hòa, Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/vit-co-van-dinh-binh-rau-thoi-hoa
Hồng Ký Mì Gia - Mì Vịt Tiềm - Quốc Lộ 1A,_._,"B4/17A Quốc Lộ 1A, X. Tân Kiên,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/hong-ky-mi-gia-mi-vit-tiem-quoc-lo-1a
Chị 7 - Gỏi Cuốn & Hột Vịt Lộn Xào Me - Chung Cư Mizuki Park,_._,"Khu MP3 Chung Cư Mizuki Park, Đường Số 1, Xã Binh Hưng,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/chi-7-goi-cuon-hot-vit-lon-xao-me-chung-cu-mizuki-park
Cháo Gỏi Vịt Xuyến - Cháo Gỏi Vịt & Gà - Quốc Lộ 50,_._,"A30/31C Quốc Lộ 50, X .Bình Hưng,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/chao-goi-vit-xuyen-chao-goi-vit-ga-quoc-lo-50
Quán Mì Duck Tắc - Đường Số 3B,_._,"B108 Khu Dân Cư Conic Garden, Đường Số 3B, Xã Phong Phú,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-mi-duck-tac-duong-so-3b
Gà Nướng Muối Ớt - Liên Ấp 123,_._,"10 Liên Ấp 123, X. Vĩnh Lộc B,Huyện Bình Chánh,TP. HCM",0,https://www.foody.vn/ho-chi-minh/ga-nuong-muoi-ot-lien-ap-123
Cà Ri Quảng,8.3,"KDC Phong Phú, 25 Đường 19C, X. Phong Phú,Huyện Bình Chánh,TP. HCM",3,https://www.foody.vn/ho-chi-minh/quan-ca-ri-phung-hung
